Frank-Hertz Experiment		
		
Vr(V)= 0.5		
Cathode Heater Current (mA) = 0		
		 
Va(V)_1	Ia(E-12 A)_1	T(c)_1
22.10	689.16	174.09
22.20	721.36	174.11
22.30	757.08	174.11
22.40	810.57	174.12
22.50	871.41	174.12
22.60	931.77	174.12
22.70	1007.90	174.12
22.80	1077.59	174.14
22.90	1172.39	174.14
23.00	1256.31	174.14
23.10	1362.42	174.14
23.20	1472.88	174.15
23.30	1574.40	174.15
23.40	1703.08	174.16
23.50	1819.88	174.16
23.60	1969.34	174.17
23.70	2095.96	174.17
23.80	2258.76	174.18
23.90	2403.98	174.18
24.00	2580.34	174.18
24.10	2773.45	174.18
24.20	2941.32	174.20
24.30	3161.76	174.20
24.40	3375.17	174.21
24.50	3566.53	174.21
24.60	3798.88	174.22
24.70	4017.77	174.22
24.80	4193.84	174.23
24.90	4358.18	174.23
25.00	4449.69	174.23
25.10	4479.74	174.23
25.20	4429.89	174.24
25.30	4284.38	174.24
25.40	4069.89	174.24
25.50	3853.91	174.24
25.60	3564.88	174.24
25.70	3323.37	174.26
25.80	3035.54	174.26
25.90	2808.18	174.26
26.00	2520.65	174.26
26.10	2242.02	174.27
26.20	2012.43	174.27
26.30	1777.00	174.28
26.40	1621.24	174.28
26.50	1470.99	174.28
26.60	1375.30	174.28
26.70	1285.60	174.30
26.80	1228.76	174.30
26.90	1181.72	174.30
27.00	1160.87	174.30
27.10	1163.79	174.31
27.20	1189.42	174.31
27.30	1221.68	174.32
27.40	1275.28	174.32
27.50	1332.43	174.33
27.60	1408.44	174.33
27.70	1501.21	174.33
27.80	1586.59	174.33
27.90	1707.40	174.34
28.00	1815.22	174.34
28.10	1951.73	174.34
28.20	2071.68	174.34
28.30	2224.22	174.36
28.40	2393.92	174.36
28.50	2546.71	174.36
28.60	2737.90	174.36
28.70	2911.18	174.37
28.80	3123.79	174.37
28.90	3317.03	174.38
29.00	3569.19	174.38
29.10	3774.88	174.39
29.20	4034.18	174.39
29.30	4264.43	174.40
29.40	4546.32	174.40
29.50	4771.67	174.40
29.60	5032.39	174.40
29.70	5240.17	174.41
29.80	5441.03	174.41
29.90	5590.65	174.41
30.00	5665.54	174.41
