Frank-Hertz Experiment					
					
Vr(V)= 1.5					
Cathode Heater Current (mA) = 0					
		 			
Va(V)_1	Ia(E-12 A)_1	T(c)_1	Va(V)_2	Ia(E-12 A)_2	T(c)_2
0.00	0.07	161.83	0.00	0.56	159.48
0.10	0.18	161.83	0.10	0.41	159.48
0.20	0.10	161.81	0.20	0.60	159.47
0.30	0.08	161.81	0.30	0.46	159.47
0.40	0.17	161.79	0.40	0.53	159.46
0.50	0.03	161.79	0.50	0.85	159.46
0.60	0.04	161.77	0.60	0.30	159.45
0.70	0.13	161.77			
0.80	0.04	161.76			
0.90	0.04	161.76			
1.00	0.04	161.73			
1.10	0.09	161.73			
1.20	0.01	161.71			
1.30	0.13	161.71			
1.40	0.02	161.69			
1.50	0.08	161.69			
1.60	0.14	161.67			
1.70	0.04	161.67			
1.80	0.04	161.65			
1.90	0.06	161.65			
2.00	0.03	161.64			
2.10	0.10	161.64			
2.20	0.24	161.62			
2.30	0.48	161.62			
2.40	1.07	161.59			
2.50	1.69	161.59			
2.60	3.24	161.57			
2.70	4.95	161.57			
2.80	7.60	161.55			
2.90	10.77	161.55			
3.00	14.11	161.53			
3.10	19.07	161.53			
3.20	23.85	161.51			
3.30	31.04	161.51			
3.40	37.88	161.49			
3.50	47.78	161.49			
3.60	57.63	161.47			
3.70	70.88	161.47			
3.80	86.35	161.45			
3.90	104.90	161.45			
4.00	122.97	161.43			
4.10	147.00	161.43			
4.20	169.97	161.41			
4.30	200.81	161.41			
4.40	234.86	161.41			
4.50	266.89	161.39			
4.60	310.67	161.39			
4.70	351.93	161.37			
4.80	408.28	161.37			
4.90	458.99	161.36			
5.00	525.88	161.36			
5.10	597.41	161.34			
5.20	664.29	161.34			
5.30	752.12	161.32			
5.40	827.85	161.32			
5.50	925.50	161.30			
5.60	1003.39	161.30			
5.70	1079.98	161.28			
5.80	1117.01	161.28			
5.90	1103.12	161.25			
6.00	1021.81	161.25			
6.10	888.69	161.24			
6.20	747.97	161.24			
6.30	597.79	161.22			
6.40	495.89	161.22			
6.50	406.03	161.20			
6.60	339.28	161.20			
6.70	293.10	161.18			
6.80	248.13	161.18			
6.90	215.19	161.17			
7.00	185.04	161.17			
7.10	163.89	161.15			
7.20	142.68	161.15			
7.30	127.32	161.13			
7.40	119.25	161.13			
7.50	117.43	161.11			
7.60	122.34	161.11			
7.70	137.49	161.09			
7.80	154.88	161.09			
7.90	181.10	161.07			
8.00	212.27	161.07			
8.10	244.65	161.05			
8.20	293.75	161.05			
8.30	343.89	161.04			
8.40	416.42	161.04			
8.50	482.57	161.02			
8.60	574.92	161.02			
8.70	676.36	161.00			
8.80	775.76	161.00			
8.90	905.12	160.98			
9.00	1022.74	160.98			
9.10	1185.66	160.97			
9.20	1332.06	160.97			
9.30	1521.39	160.95			
9.40	1689.64	160.95			
9.50	1912.28	160.95			
9.60	2154.43	160.93			
9.70	2376.31	160.93			
9.80	2666.64	160.92			
9.90	2914.64	160.92			
10.00	3236.15	160.90			
10.10	3523.33	160.90			
10.20	3871.42	160.88			
10.30	4241.92	160.88			
10.40	4539.95	160.87			
10.50	4876.83	160.87			
10.60	5102.87	160.85			
10.70	5214.81	160.85			
10.80	5129.32	160.82			
10.90	4792.00	160.82			
11.00	4313.12	160.81			
11.10	3605.55	160.81			
11.20	3001.05	160.80			
11.30	2348.29	160.80			
11.40	1918.61	160.78			
11.50	1525.76	160.78			
11.60	1214.90	160.76			
11.70	987.94	160.76			
11.80	753.92	160.75			
11.90	604.52	160.75			
12.00	472.83	160.73			
12.10	398.17	160.73			
12.20	335.49	160.71			
12.30	304.93	160.71			
12.40	297.34	160.70			
12.50	318.19	160.70			
12.60	353.46	160.68			
12.70	417.26	160.68			
12.80	482.10	160.66			
12.90	572.48	160.66			
13.00	682.54	160.65			
13.10	816.63	160.65			
13.20	952.01	160.63			
13.30	1142.30	160.63			
13.40	1323.97	160.61			
13.50	1568.95	160.61			
13.60	1787.01	160.61			
13.70	2080.13	160.61			
13.80	2394.27	160.58			
13.90	2694.98	160.58			
14.00	3082.56	160.57			
14.10	3433.62	160.57			
14.20	3896.58	160.57			
14.30	4309.09	160.56			
14.40	4825.20	160.56			
14.50	5365.33	160.54			
14.60	5852.17	160.54			
14.70	6474.84	160.52			
14.80	7044.72	160.52			
14.90	7771.22	160.51			
15.00	8371.51	160.51			
15.10	9134.10	160.50			
15.20	9783.68	160.50			
15.30	10558.57	160.48			
15.40	11085.91	160.48			
15.50	11560.13	160.47			
