Frank-Hertz Experiment					
					
Vr(V)= 1.5					
Cathode Heater Current (mA) = 0					
		 			
Va(V)_1	Ia(E-12 A)_1	T(c)_1	Va(V)_2	Ia(E-12 A)_2	T(c)_2
0.00	0.06	149.11	0.00	0.14	147.26
0.30	0.05	149.05			
0.60	0.23	149.05			
0.90	0.01	148.99			
1.20	0.12	148.99			
1.50	0.11	148.94			
1.80	0.17	148.94			
2.10	0.00	148.87			
2.40	1.79	148.87			
2.70	11.42	148.81			
3.00	33.96	148.81			
3.30	79.95	148.75			
3.60	155.67	148.75			
3.90	292.00	148.69			
4.20	481.36	148.69			
4.50	759.31	148.62			
4.80	1159.51	148.62			
5.10	1677.29	148.57			
5.40	2292.30	148.57			
5.70	2953.13	148.57			
6.00	2867.51	148.50			
6.30	1791.11	148.50			
6.60	957.19	148.44			
6.90	499.31	148.44			
7.20	294.90	148.38			
7.50	235.20	148.38			
7.80	340.10	148.31			
8.10	575.76	148.31			
8.40	1038.98	148.25			
8.70	1726.39	148.25			
9.00	2635.87	148.19			
9.30	3927.42	148.19			
9.60	5534.38	148.13			
9.90	7404.52	148.13			
10.20	9705.30	148.07			
10.50	12140.30	148.07			
10.80	13451.37	148.00			
0.00	11674.44	147.87			
