Frank-Hertz Experiment					
					
Vr(V)= 1.5					
Cathode Heater Current (mA) = 0					
		 			
Va(V)_1	Ia(E-12 A)_1	T(c)_1	Va(V)_2	Ia(E-12 A)_2	T(c)_2
0.00	0.11	160.48	0.00	0.34	162.20
0.10	0.19	160.49	0.10	0.34	162.20
0.20	0.01	160.49	0.20	0.30	162.22
0.30	0.14	160.51			
0.40	0.12	160.51			
0.50	0.00	160.52			
0.60	0.01	160.52			
0.70	0.05	160.53			
0.80	0.02	160.53			
0.90	0.13	160.55			
1.00	0.12	160.55			
1.10	0.02	160.56			
1.20	0.07	160.56			
1.30	0.14	160.57			
1.40	0.09	160.57			
1.50	0.11	160.59			
1.60	0.02	160.59			
1.70	0.15	160.59			
1.80	0.12	160.60			
1.90	0.22	160.60			
2.00	0.08	160.62			
2.10	0.24	160.62			
2.20	0.23	160.63			
2.30	0.46	160.63			
2.40	0.94	160.64			
2.50	1.51	160.64			
2.60	2.90	160.66			
2.70	4.56	160.66			
2.80	7.12	160.67			
2.90	10.04	160.67			
3.00	13.13	160.69			
3.10	17.58	160.69			
3.20	21.94	160.71			
3.30	28.58	160.71			
3.40	34.89	160.72			
3.50	43.91	160.72			
3.60	52.88	160.74			
3.70	65.12	160.74			
3.80	79.14	160.75			
3.90	96.04	160.75			
4.00	112.64	160.76			
4.10	134.68	160.76			
4.20	155.81	160.79			
4.30	184.07	160.79			
4.40	215.30	160.80			
4.50	244.47	160.80			
4.60	284.49	160.82			
4.70	321.89	160.82			
4.80	373.53	160.83			
4.90	419.72	160.83			
5.00	480.74	160.84			
5.10	545.81	160.84			
5.20	607.16	160.86			
5.30	686.08	160.86			
5.40	754.09	160.88			
5.50	841.90	160.88			
5.60	911.38	160.89			
5.70	980.04	160.89			
5.80	1012.58	160.91			
5.90	999.40	160.91			
6.00	926.66	160.92			
6.10	808.24	160.92			
6.20	682.57	160.94			
6.30	548.40	160.94			
6.40	457.48	160.94			
6.50	376.40	160.95			
6.60	316.12	160.95			
6.70	273.94	160.97			
6.80	232.52	160.97			
6.90	202.27	160.98			
7.00	174.18	160.98			
7.10	153.97	161.00			
7.20	134.02	161.00			
7.30	119.40	161.01			
7.40	111.15	161.01			
7.50	108.60	161.03			
7.60	112.21	161.03			
7.70	124.74	161.04			
7.80	139.41	161.04			
7.90	161.61	161.06			
8.00	188.12	161.06			
8.10	216.09	161.08			
8.20	257.89	161.08			
8.30	300.70	161.08			
8.40	362.87	161.08			
8.50	418.82	161.10			
8.60	497.76	161.10			
8.70	583.89	161.12			
8.80	667.83	161.12			
8.90	777.21	161.13			
9.00	877.07	161.13			
9.10	1014.92	161.15			
9.20	1138.43	161.15			
9.30	1298.23	161.16			
9.40	1439.59	161.16			
9.50	1626.80	161.18			
9.60	1830.65	161.18			
9.70	2015.59	161.19			
9.80	2257.85	161.19			
9.90	2465.04	161.20			
10.00	2735.66	161.20			
10.10	2973.82	161.22			
10.20	3265.27	161.22			
10.30	3569.12	161.24			
10.40	3811.73	161.24			
10.50	4080.47	161.25			
10.60	4252.60	161.25			
10.70	4324.51	161.26			
10.80	4225.03	161.26			
10.90	3916.88	161.28			
11.00	3495.40	161.28			
11.10	2893.01	161.30			
11.20	2389.55	161.30			
11.30	1852.95	161.30			
11.40	1505.64	161.31			
11.50	1191.94	161.31			
11.60	947.06	161.33			
11.70	770.19	161.33			
11.80	590.05	161.34			
11.90	474.82	161.34			
12.00	373.50	161.36			
12.10	315.84	161.36			
12.20	267.63	161.37			
12.30	244.63	161.37			
12.40	239.85	161.39			
12.50	257.70	161.39			
12.60	286.66	161.40			
12.70	338.96	161.40			
12.80	391.61	161.41			
12.90	465.44	161.41			
13.00	553.92	161.43			
13.10	661.66	161.43			
13.20	768.85	161.44			
13.30	918.94	161.44			
13.40	1062.04	161.46			
13.50	1254.77	161.46			
13.60	1425.71	161.48			
13.70	1654.29	161.48			
13.80	1899.56	161.49			
13.90	2132.86	161.49			
14.00	2431.49	161.51			
14.10	2701.82	161.51			
14.20	3057.99	161.52			
14.30	3374.16	161.52			
14.40	3767.34	161.53			
14.50	4179.15	161.53			
14.60	4547.87	161.55			
14.70	5020.28	161.55			
14.80	5446.01	161.56			
14.90	5988.22	161.56			
15.00	6433.24	161.57			
15.10	6993.00	161.57			
15.20	7461.27	161.59			
15.30	8006.51	161.59			
15.40	8356.81	161.61			
15.50	8636.58	161.61			
15.60	8683.64	161.62			
15.70	8456.61	161.62			
15.80	8031.34	161.62			
15.90	7280.82	161.63			
16.00	6407.37	161.63			
16.10	5621.97	161.64			
16.20	4777.34	161.64			
16.30	4166.85	161.67			
16.40	3464.69	161.67			
16.50	2933.73	161.68			
16.60	2342.74	161.68			
16.70	1838.14	161.70			
16.80	1489.16	161.70			
16.90	1168.12	161.71			
17.00	972.24	161.71			
17.10	797.96	161.73			
17.20	699.78	161.73			
17.30	629.23	161.74			
17.40	609.15	161.74			
17.50	624.10	161.75			
